STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,BURGLARY,THEFT,RIOTS,ROBBERY,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
MADHYA PRADESH,NARSINGHPUR,2001,38,70,7,1,121,149,32,11,22,156,0
MADHYA PRADESH,NEEMUCH,2001,17,37,16,5,203,376,65,15,1,83,0
MADHYA PRADESH,PANNA,2001,24,44,11,1,145,99,54,10,19,104,0
MADHYA PRADESH,RAISEN,2001,39,79,11,5,116,187,59,27,20,194,0
MADHYA PRADESH,RAJGARH,2001,42,95,12,4,135,218,161,35,7,196,0
MADHYA PRADESH,RATLAM,2001,58,70,21,5,233,468,42,54,4,125,0
MADHYA PRADESH,REWA,2001,53,31,26,6,706,410,149,67,18,105,0
MADHYA PRADESH,SAGAR,2001,84,141,30,4,473,497,151,53,29,509,0
MADHYA PRADESH,SATNA,2001,49,58,16,3,588,495,87,52,19,157,0
MADHYA PRADESH,SEONI,2001,40,52,3,1,122,161,49,6,10,106,0
MADHYA PRADESH,SHAHDOL,2001,57,63,13,2,464,390,44,34,9,216,0
MADHYA PRADESH,SHAJAPUR,2001,42,90,13,1,273,588,92,47,8,153,0
MADHYA PRADESH,SHEOPUR,2001,24,21,18,4,54,94,38,10,6,52,0
MADHYA PRADESH,SHIVPURI,2001,88,72,20,5,272,255,140,48,14,172,0
MADHYA PRADESH,SIDHI,2001,36,42,33,9,315,346,33,15,27,105,0
MADHYA PRADESH,SIHORE,2001,35,59,29,1,355,364,53,19,5,130,0
MADHYA PRADESH,TIKAMGARH,2001,53,86,7,6,154,172,90,46,15,177,0
MADHYA PRADESH,UJJAIN,2001,84,59,44,6,826,1387,133,79,7,161,0
MADHYA PRADESH,UMARIYA,2001,19,25,3,2,130,127,30,19,2,61,0
MADHYA PRADESH,VIDISHA,2001,47,112,10,0,174,268,77,20,13,245,0
MADHYA PRADESH,TOTAL,2001,2425,2851,956,166,13549,20263,3395,1764,609,7063,0
MAHARASHTRA,AHMEDNAGAR,2001,97,44,37,20,312,715,266,104,0,74,0
MAHARASHTRA,AKOLA,2001,64,15,15,9,298,735,99,41,2,109,0
MAHARASHTRA,AMRAVATI COMMR.,2001,44,23,27,10,259,812,95,48,10,43,0
MAHARASHTRA,AMRAVATI RURAL,2001,72,42,29,1,359,1031,112,36,4,99,0
MAHARASHTRA,AURANGABAD COMMR.,2001,36,14,19,3,239,503,130,40,4,33,0
MAHARASHTRA,AURANGABAD RURAL,2001,61,28,16,14,193,273,139,49,6,53,0
MAHARASHTRA,BEED,2001,68,22,25,16,264,499,272,62,2,78,0
MAHARASHTRA,BHANDARA,2001,32,39,4,2,195,402,63,15,5,71,0
MAHARASHTRA,BULDHANA,2001,49,22,22,11,227,749,246,27,35,118,0
MAHARASHTRA,CHANDRAPUR,2001,49,43,10,8,253,572,110,36,2,102,0
MAHARASHTRA,DHULE,2001,48,16,6,7,96,360,86,13,6,17,0
MAHARASHTRA,GADCHIROLI,2001,47,27,7,11,127,124,28,15,0,55,0
MAHARASHTRA,GONDIA,2001,41,23,17,4,238,326,20,13,4,85,0
MAHARASHTRA,HINGOLI,2001,36,20,9,4,119,241,96,39,2,44,0
MAHARASHTRA,JALGAON,2001,83,19,16,16,238,557,157,30,5,76,0
MAHARASHTRA,JALNA,2001,43,16,12,13,209,345,120,46,5,56,0
MAHARASHTRA,KOLHAPUR,2001,54,26,21,11,299,561,129,32,19,46,0
MAHARASHTRA,LATUR,2001,42,7,22,3,157,281,211,31,38,50,0
MAHARASHTRA,MUMBAI,2001,295,127,148,61,2863,11564,196,406,18,274,0
MAHARASHTRA,MUMBAI RLY.,2001,12,2,1,0,3,1756,13,29,0,5,0
MAHARASHTRA,NAGPUR COMMR.,2001,112,39,64,14,1388,2666,235,171,7,75,0
MAHARASHTRA,NAGPUR RLY.,2001,12,2,0,6,2,762,18,20,2,4,0
MAHARASHTRA,NAGPUR RURAL,2001,101,81,23,7,501,1074,180,58,3,131,0
MAHARASHTRA,NANDED,2001,80,23,41,21,426,539,217,93,21,85,0
MAHARASHTRA,NANDURBAR,2001,44,16,6,4,68,132,80,5,2,27,0
MAHARASHTRA,NASIK COMMR.,2001,25,9,14,7,263,529,139,16,3,19,0
MAHARASHTRA,NASIK RURAL,2001,92,39,17,40,280,447,518,36,7,74,0
MAHARASHTRA,NAVI MUMBAI,2001,34,17,19,15,375,893,80,62,5,23,0
MAHARASHTRA,OSMANABAD,2001,48,16,8,8,189,349,101,29,2,52,0
MAHARASHTRA,PARBHANI,2001,49,25,22,5,143,230,148,43,1,57,0
MAHARASHTRA,PUNE COMMR.,2001,71,56,46,14,840,2508,903,98,2,54,1
MAHARASHTRA,PUNE RLY.,2001,4,0,0,1,0,302,3,4,0,3,0
MAHARASHTRA,PUNE RURAL,2001,119,42,24,23,301,635,150,70,5,64,0
MAHARASHTRA,RAIGAD,2001,53,20,8,13,200,296,104,27,1,29,0
MAHARASHTRA,RATNAGIRI,2001,17,10,8,3,97,256,69,14,0,32,0
MAHARASHTRA,SANGLI,2001,85,32,18,8,225,515,128,27,12,54,0
MAHARASHTRA,SATARA,2001,57,32,12,6,266,464,93,20,13,49,0
MAHARASHTRA,SINDHUDURG,2001,14,7,2,1,125,106,17,4,0,20,0
MAHARASHTRA,SOLAPUR COMMR.,2001,30,16,15,7,165,306,70,32,6,15,0
MAHARASHTRA,SOLAPUR RURAL,2001,101,35,23,19,134,365,162,29,6,40,0
MAHARASHTRA,THANE COMMR.,2001,133,39,62,27,1022,1774,223,146,6,69,0
MAHARASHTRA,THANE RURAL,2001,140,65,28,40,496,523,148,53,6,76,0
MAHARASHTRA,WARDHA,2001,60,35,12,6,266,592,174,20,9,98,0
MAHARASHTRA,WASHIM,2001,29,15,13,7,121,409,65,17,10,60,0
MAHARASHTRA,YAVATMAL,2001,56,56,37,3,232,788,106,33,12,125,0
MAHARASHTRA,TOTAL,2001,2839,1302,985,529,15073,39866,6719,2239,308,2823,1
MANIPUR,BISHNUPUR,2001,29,1,3,3,6,11,11,2,0,0,0
MANIPUR,CHANDEL,2001,7,0,1,16,2,1,0,4,0,0,0
MANIPUR,CHURACHANDPUR,2001,35,1,0,0,4,12,0,0,0,0,0
MANIPUR,IMPHAL(EAST),2001,29,7,13,0,12,28,24,1,0,2,0
MANIPUR,IMPHAL(WEST),2001,44,7,48,1,38,121,83,2,0,17,0
MANIPUR,SENAPATI,2001,27,0,6,0,2,9,2,1,0,0,0
MANIPUR,TAMENGLONG,2001,2,0,0,0,1,4,0,0,0,0,0
MANIPUR,THOUBAL,2001,32,4,22,0,8,20,11,6,0,1,0
MANIPUR,UKHRUL,2001,4,0,1,0,2,11,0,3,0,1,0
MANIPUR,TOTAL,2001,209,20,94,20,75,217,131,19,0,21,0
MEGHALAYA,GARO HILLS EAST,2001,16,2,5,7,7,16,1,14,0,2,0
MEGHALAYA,GARO HILLS SOUTH,2001,6,1,2,3,2,8,1,4,0,0,0
MEGHALAYA,GARO HILLS WEST,2001,19,5,14,9,34,30,3,4,0,8,0
MEGHALAYA,JAINTIA HILLS,2001,35,7,6,17,8,30,1,7,0,3,0
MEGHALAYA,KHASI HILLS EAST,2001,50,5,20,27,109,142,2,68,0,8,0
MEGHALAYA,KHASI HILLS WEST,2001,16,4,0,19,0,23,0,16,0,2,0
MEGHALAYA,RI-BHOI,2001,22,2,8,15,10,22,0,12,0,2,0
MEGHALAYA,TOTAL,2001,164,26,55,97,170,271,8,125,0,25,0
MIZORAM,AIZAWL,2001,12,26,0,0,265,562,1,8,0,13,0
MIZORAM,CHAMPHAI,2001,2,7,1,0,37,51,0,0,0,7,0
MIZORAM,KOLASIB,2001,3,6,0,0,19,83,1,0,0,15,0
MIZORAM,LAWNGTLAI,2001,2,2,0,1,10,25,0,0,0,0,0
MIZORAM,LUNGLEI,2001,5,3,0,1,47,120,0,0,0,11,0
MIZORAM,MAMIT,2001,4,0,0,1,1,12,1,13,0,0,2
MIZORAM,SAIHA,2001,2,3,0,0,29,0,0,1,0,6,0
MIZORAM,SERCHHIP,2001,1,5,1,0,9,25,0,1,0,0,1
MIZORAM,TOTAL,2001,31,52,2,3,417,878,3,23,0,52,3
NAGALAND,DIMAPUR,2001,36,4,13,4,55,114,0,89,0,0,0
NAGALAND,KIPHIRE,2001,1,0,0,0,2,5,0,0,0,0,0
NAGALAND,KOHIMA,2001,25,6,3,2,30,66,0,19,0,6,0
NAGALAND,MOKOKCHUNG,2001,12,1,1,1,14,12,0,5,0,0,0
NAGALAND,MON,2001,3,2,2,1,13,6,0,5,0,0,0
NAGALAND,PEREN,2001,0,0,0,0,9,4,0,1,0,0,0
NAGALAND,PHEK,2001,7,1,2,2,9,7,0,2,0,0,0
NAGALAND,TUENSANG,2001,1,0,0,1,7,5,0,2,0,0,0
NAGALAND,WOKHA,2001,12,1,2,0,11,28,2,3,0,0,0
NAGALAND,ZUNHEBOTO,2001,4,2,0,0,13,11,0,3,0,0,0
NAGALAND,TOTAL,2001,101,17,23,11,163,258,2,129,0,6,0
ODISHA,ANGUL,2001,39,33,5,3,85,175,62,19,8,90,0
ODISHA,BALASORE,2001,17,58,37,12,175,164,76,43,36,92,0
ODISHA,BARAGARH,2001,23,19,8,0,90,146,80,25,0,41,0
ODISHA,BERHAMPUR,2001,23,10,13,7,113,143,41,54,4,41,0
ODISHA,BHADRAK,2001,27,35,20,2,81,93,53,16,23,29,0
ODISHA,BOLANGIR,2001,32,19,16,3,56,112,51,20,4,91,0
ODISHA,BOUDH,2001,9,6,5,0,23,39,24,5,1,21,0
ODISHA,CUTTACK,2001,35,34,43,21,306,738,33,121,39,42,0
ODISHA,DEOGARH,2001,16,8,4,3,23,22,17,7,2,33,0
ODISHA,DHENKANAL,2001,25,15,14,2,48,84,55,26,14,82,0
ODISHA,GAJAPATI,2001,19,10,5,2,13,40,16,1,1,13,0
ODISHA,GANJAM,2001,58,22,14,8,96,124,64,31,1,102,0
ODISHA,JAGATSINGHPUR,2001,26,12,21,9,72,136,23,31,16,13,0
ODISHA,JAJPUR,2001,21,24,14,2,103,129,21,30,16,16,0
ODISHA,JHARSUGUDA,2001,15,12,5,4,46,81,6,12,4,39,0
ODISHA,KALAHANDI,2001,29,30,17,1,75,75,91,34,0,22,0
ODISHA,KANDHAMAL,2001,24,34,25,2,74,115,44,19,4,95,0
ODISHA,KENDRAPARA,2001,24,11,15,4,56,78,16,21,24,66,0
ODISHA,KEONJHAR,2001,62,38,19,4,85,154,55,16,4,127,0
ODISHA,KHURDA,2001,46,65,39,24,481,953,86,151,11,28,0
ODISHA,KORAPUT,2001,39,38,13,4,92,153,64,16,7,56,0
ODISHA,MALKANGIR,2001,36,14,6,10,25,42,23,8,0,27,0
ODISHA,MAYURBHANJ,2001,74,77,31,16,120,199,44,39,19,141,0
ODISHA,NAYAGARH,2001,26,17,23,3,36,60,37,19,14,11,0
ODISHA,NOWRANGPUR,2001,19,13,11,13,46,83,74,14,0,41,0
ODISHA,NUAPADA,2001,13,9,4,0,16,44,22,11,0,16,0
ODISHA,PURI,2001,25,41,32,11,129,236,38,33,29,13,0
ODISHA,RAYAGADA,2001,35,9,6,4,39,64,64,3,1,33,0
ODISHA,ROURKELA,2001,20,12,6,7,131,209,11,21,2,35,0
ODISHA,SAMBALPUR,2001,39,18,13,9,201,303,56,50,0,82,0
ODISHA,SONEPUR,2001,9,8,4,0,30,35,17,6,6,28,0
ODISHA,SRP(CUTTACK),2001,3,1,5,2,11,287,1,8,0,5,0
ODISHA,SRP(ROURKELA),2001,7,2,3,2,10,135,7,10,0,2,0
ODISHA,SUNDARGARH,2001,72,36,26,5,106,171,54,38,4,82,0
ODISHA,TOTAL,2001,987,790,522,199,3093,5622,1426,958,294,1655,0
PUNJAB,AMRITSAR,2001,36,9,34,0,155,141,0,6,7,9,0
PUNJAB,BARNALA,2001,15,12,16,0,30,39,0,0,6,13,0
PUNJAB,BATALA,2001,18,8,6,1,20,26,0,2,6,1,0
PUNJAB,BHATINDA,2001,25,13,15,2,88,94,0,1,4,15,0
PUNJAB,FARIDKOT,2001,12,6,11,3,29,56,0,1,4,11,0
PUNJAB,FATEHGARH SAHIB,2001,16,11,12,0,40,62,0,5,4,4,0
PUNJAB,FEROZEPUR,2001,50,22,12,0,67,115,0,5,11,17,0
PUNJAB,G.R.P,2001,10,0,0,0,0,41,0,3,3,1,0
PUNJAB,GURDASPUR,2001,22,12,17,1,23,38,0,4,6,4,0
PUNJAB,HOSHIARPUR,2001,47,19,20,7,89,119,0,10,12,13,0
PUNJAB,JAGRAON,2001,27,19,19,1,38,90,0,5,7,3,0
PUNJAB,JALANDHAR,2001,74,21,70,1,216,290,0,6,17,16,0
PUNJAB,KAPURTHALA,2001,20,8,17,2,55,64,0,5,2,20,0
PUNJAB,KHANNA,2001,17,6,4,1,31,44,1,6,4,0,0
PUNJAB,LUDHIANA,2001,74,38,88,6,250,624,0,23,11,46,0
PUNJAB,MAJITHA,2001,26,9,10,0,14,31,0,1,9,8,0
PUNJAB,MANSA,2001,25,6,5,1,31,42,0,0,2,3,0
PUNJAB,MOGA,2001,23,11,14,7,45,64,0,6,6,8,0
PUNJAB,MUKTSAR,2001,19,3,3,1,41,49,0,1,1,2,0
PUNJAB,NAWAN SHAHR,2001,17,11,13,2,52,57,0,5,4,8,0
PUNJAB,PATIALA,2001,56,23,60,2,391,583,0,16,10,128,0
PUNJAB,ROPAR,2001,26,6,24,0,65,129,0,1,5,13,0
PUNJAB,SANGRUR,2001,46,15,28,4,111,157,0,13,10,18,0
PUNJAB,TARN TARAN,2001,37,10,15,3,21,68,0,6,8,11,0
PUNJAB,TOTAL,2001,738,298,513,45,1902,3023,1,131,159,372,0
RAJASTHAN,AJMER,2001,39,16,133,8,447,748,112,46,12,95,0
RAJASTHAN,ALWAR,2001,85,34,119,1,286,964,445,52,43,124,0
RAJASTHAN,BANSWARA,2001,40,90,61,4,96,118,427,23,10,112,0
RAJASTHAN,BARAN,2001,36,81,96,0,204,365,167,32,3,219,0
RAJASTHAN,BARMER,2001,11,13,21,0,108,185,67,12,13,71,0
RAJASTHAN,BHARATPUR,2001,75,48,126,3,148,808,445,41,24,77,0
RAJASTHAN,BHILWARA,2001,34,42,223,2,365,787,257,49,5,126,0
RAJASTHAN,BIKANER,2001,21,35,36,1,158,431,108,4,13,53,0
RAJASTHAN,BUNDI,2001,33,36,120,4,222,391,229,33,2,164,0
RAJASTHAN,CHITTORGARH,2001,41,67,206,5,402,730,507,47,7,112,0
RAJASTHAN,CHURU,2001,26,24,26,0,129,210,198,11,8,73,0
RAJASTHAN,DAUSA,2001,28,9,40,3,148,380,717,14,8,31,0
RAJASTHAN,DHOLPUR,2001,42,24,43,2,80,240,552,27,21,34,0
RAJASTHAN,DUNGARPUR,2001,31,17,54,0,79,74,207,8,3,56,0
RAJASTHAN,G.R.P.,2001,3,1,7,0,10,584,16,12,0,14,0
RAJASTHAN,GANGANAGAR,2001,51,55,79,2,253,408,36,14,13,118,0
RAJASTHAN,HANUMANGARH,2001,56,35,49,2,196,348,135,12,20,98,0
RAJASTHAN,JAIPUR,2001,91,61,247,7,1110,3207,3181,79,29,179,0
RAJASTHAN,JAISALMER,2001,9,2,8,0,51,142,28,4,3,21,0
RAJASTHAN,JALORE,2001,17,10,32,2,104,156,44,11,12,61,0
RAJASTHAN,JHALAWAR,2001,38,65,89,2,220,383,206,45,8,144,0
RAJASTHAN,JHUNJHUNU,2001,37,19,45,3,163,392,262,6,0,50,0
RAJASTHAN,JODHPUR,2001,30,20,78,1,319,831,172,43,12,128,1
RAJASTHAN,KARAULI,2001,35,21,72,0,68,298,134,12,10,37,0
RAJASTHAN,KOTA,2001,58,50,146,2,456,1213,229,86,17,203,0
RAJASTHAN,NAGAUR,2001,48,22,59,2,274,407,57,23,14,65,0
RAJASTHAN,PALI,2001,43,25,77,0,193,294,138,14,15,115,0
RAJASTHAN,RAJSAMAND,2001,15,13,63,2,81,191,303,7,6,40,0
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,62,1,102,310,180,31,6,49,0
RAJASTHAN,SIKAR,2001,46,13,48,0,212,379,941,14,15,28,0
RAJASTHAN,SIROHI,2001,31,22,24,0,157,122,104,16,8,29,0
RAJASTHAN,TONK,2001,19,17,68,1,145,298,175,19,7,84,0
RAJASTHAN,UDAIPUR,2001,67,43,161,0,298,545,435,42,9,68,0
RAJASTHAN,TOTAL,2001,1259,1049,2718,60,7284,16939,11214,889,376,2878,1
SIKKIM,EAST,2001,13,7,4,0,59,50,1,2,0,0,0
SIKKIM,NORTH,2001,1,0,0,0,2,3,0,0,0,0,0
SIKKIM,SOUTH,2001,4,1,1,0,9,9,0,0,0,0,0
SIKKIM,WEST,2001,1,0,1,0,6,12,2,1,0,0,0
SIKKIM,TOTAL,2001,19,8,6,0,76,74,3,3,0,0,0
TAMIL NADU,ARIYALUR,2001,24,6,25,0,37,124,101,3,3,38,0
TAMIL NADU,CHENGAI,2001,78,20,8,9,454,933,119,52,16,58,0
TAMIL NADU,CHENNAI,2001,91,28,40,12,668,2167,105,127,13,70,0
TAMIL NADU,CHENNAI RLY.,2001,5,0,0,1,0,154,15,8,0,5,0
TAMIL NADU,COIMBATORE RURAL,2001,77,18,38,11,346,1008,455,41,16,75,0
TAMIL NADU,COIMBATORE URBAN,2001,16,4,14,4,179,952,79,15,5,19,0
TAMIL NADU,CUDDALORE,2001,60,16,21,4,166,547,250,33,9,137,0
TAMIL NADU,DHARMAPURI,2001,88,17,35,7,214,427,433,22,6,65,0
TAMIL NADU,DINDIGUL,2001,72,14,49,4,168,479,69,13,8,48,5
TAMIL NADU,ERODE,2001,63,9,45,10,218,662,63,13,4,72,0
TAMIL NADU,KANCHIPURAM,2001,45,21,13,8,218,494,81,10,6,30,9
TAMIL NADU,KANYAKUMARI,2001,33,6,13,1,230,260,10,4,5,27,0
TAMIL NADU,KARUR,2001,28,4,11,4,39,226,30,9,2,21,0
TAMIL NADU,MADURAI RURAL,2001,64,13,30,13,137,351,286,42,5,52,0
TAMIL NADU,MADURAI URBAN,2001,34,2,26,5,198,803,90,33,12,20,0
TAMIL NADU,NAGAPATTINAM,2001,36,12,29,1,94,318,51,2,4,55,0
TAMIL NADU,NAMAKKAL,2001,36,7,16,1,58,153,56,6,4,39,0
TAMIL NADU,NILGIRIS,2001,16,8,5,0,109,102,39,5,2,6,0
TAMIL NADU,PERAMBALUR,2001,10,3,13,3,31,47,56,2,0,18,0
TAMIL NADU,PUDUKOTTAI,2001,30,5,27,2,81,238,198,5,2,32,0
TAMIL NADU,RAMNATHAPURAM,2001,33,13,26,3,104,172,205,4,4,59,0
TAMIL NADU,SALEM RURAL,2001,78,8,35,3,66,192,170,8,8,53,0
TAMIL NADU,SALEM URBAN,2001,12,2,10,3,70,467,42,20,3,7,0
TAMIL NADU,SIVAGANGAI,2001,26,5,16,4,159,328,88,10,4,17,0
TAMIL NADU,THANJAVUR,2001,49,0,55,3,171,435,150,16,0,53,0
TAMIL NADU,THENI,2001,16,4,18,5,83,240,69,9,4,29,0
TAMIL NADU,THIRUNELVELI RURAL,2001,74,57,66,3,310,560,97,27,3,155,0
TAMIL NADU,THIRUNELVELI URBAN,2001,12,3,15,2,76,227,8,10,0,2,0
TAMIL NADU,THIRUVALLUR,2001,34,16,24,2,106,226,201,11,6,70,0
TAMIL NADU,THIRUVANNAMALAI,2001,44,5,40,1,162,402,218,14,1,53,0
TAMIL NADU,THIRUVARUR,2001,31,7,30,0,96,182,59,6,4,50,0
TAMIL NADU,THOOTHUGUDI,2001,69,12,38,4,169,484,112,34,1,94,0
TAMIL NADU,TRICHY RLY.,2001,0,0,0,0,2,40,4,1,0,0,0
TAMIL NADU,TRICHY RURAL,2001,52,6,19,1,49,213,55,0,3,22,0
TAMIL NADU,TRICHY URBAN,2001,24,5,11,0,110,504,10,6,4,9,0
TAMIL NADU,VELLORE,2001,78,13,16,10,309,744,440,25,8,54,0
TAMIL NADU,VILLUPURAM,2001,67,37,53,8,147,339,483,7,14,78,0
TAMIL NADU,VIRUDHUNAGAR,2001,57,17,22,6,131,509,199,19,2,81,0
TAMIL NADU,TOTAL,2001,1662,423,952,158,5965,16709,5196,672,191,1773,14
TRIPURA,DHALAI,2001,35,11,15,1,11,7,15,4,2,4,0
TRIPURA,NORTH,2001,38,29,19,4,42,47,29,19,3,16,0
TRIPURA,SOUTH,2001,42,29,20,3,30,37,37,8,5,18,0
TRIPURA,WEST,2001,125,33,39,18,115,168,57,32,6,20,0
TRIPURA,TOTAL,2001,240,102,93,26,198,259,138,63,16,58,0
UTTAR PRADESH,AGRA,2001,153,66,203,50,432,1181,377,171,63,110,0
UTTAR PRADESH,ALIGARH,2001,229,50,123,39,190,727,366,182,44,90,0
UTTAR PRADESH,ALLAHABAD,2001,167,42,96,13,368,850,260,81,56,85,0
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,19,29,4,95,116,64,22,14,15,0
UTTAR PRADESH,AURAIYA,2001,53,11,61,9,36,82,44,24,21,13,0
UTTAR PRADESH,AZAMGARH,2001,120,11,45,7,145,187,127,80,32,14,0
UTTAR PRADESH,BADAUN,2001,239,47,82,26,118,306,64,67,62,51,0
UTTAR PRADESH,BAGHPAT,2001,89,15,31,17,45,218,55,54,20,18,0
UTTAR PRADESH,BAHRAICH,2001,43,14,28,5,79,169,50,20,19,15,0
UTTAR PRADESH,BALLIA,2001,55,18,24,9,125,178,119,14,19,7,0
UTTAR PRADESH,BALRAMPUR,2001,26,8,20,3,38,81,25,4,12,23,0
UTTAR PRADESH,BANDA,2001,75,27,29,7,87,108,72,31,21,51,0
UTTAR PRADESH,BARABANKI,2001,88,41,71,22,160,349,81,50,35,37,0
UTTAR PRADESH,BAREILLY,2001,272,93,144,47,210,784,143,138,57,110,0
UTTAR PRADESH,BASTI,2001,48,18,28,4,101,171,106,28,22,28,0
UTTAR PRADESH,BIJNOR,2001,124,38,85,13,132,352,80,56,31,67,0
UTTAR PRADESH,BULANDSHAHAR,2001,250,31,94,20,109,459,150,103,45,71,0
UTTAR PRADESH,CHANDOLI,2001,35,4,20,0,52,84,16,18,16,13,0
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,8,5,2,23,27,15,3,8,16,0
UTTAR PRADESH,DEORIA,2001,48,7,39,2,87,163,196,26,27,15,0
UTTAR PRADESH,ETAH,2001,240,57,118,32,136,350,259,79,68,68,0
UTTAR PRADESH,ETAWAH,2001,82,20,93,14,48,166,90,32,29,25,0
UTTAR PRADESH,FAIZABAD,2001,77,22,28,6,99,245,52,44,17,24,0
UTTAR PRADESH,FATEHGARH,2001,120,9,63,4,48,126,73,18,22,23,0
UTTAR PRADESH,FATEHPUR,2001,132,28,45,11,70,132,22,36,46,25,0
UTTAR PRADESH,FIROZABAD,2001,135,22,120,22,105,292,147,72,48,33,0
UTTAR PRADESH,G.R.P.,2001,31,2,4,21,4,3141,13,49,1,18,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,92,16,42,11,56,729,81,47,17,39,0
UTTAR PRADESH,GHAZIABAD,2001,230,31,112,10,227,1357,123,117,33,54,0
UTTAR PRADESH,GHAZIPUR,2001,46,6,28,2,92,107,70,17,22,18,0
UTTAR PRADESH,GONDA,2001,68,18,34,15,118,161,64,32,26,19,0
UTTAR PRADESH,GORAKHPUR,2001,96,13,60,6,137,192,117,38,16,25,0
UTTAR PRADESH,HAMIRPUR,2001,66,14,24,4,60,110,55,31,22,32,0
UTTAR PRADESH,HARDOI,2001,182,70,75,24,89,267,92,50,63,86,0
UTTAR PRADESH,HATHRAS,2001,86,16,50,24,91,225,150,64,31,63,0
UTTAR PRADESH,J.P.NAGAR,2001,112,23,47,12,36,166,85,37,14,35,0
UTTAR PRADESH,JALAUN,2001,83,6,36,9,92,167,75,41,29,40,0
UTTAR PRADESH,JAUNPUR,2001,56,11,22,9,101,165,112,33,43,21,0
UTTAR PRADESH,JHANSI,2001,76,18,42,2,100,258,60,35,31,32,0
UTTAR PRADESH,KANNAUJ,2001,66,8,40,6,52,106,39,13,22,18,0
UTTAR PRADESH,KANPUR DEHAT,2001,85,21,50,14,48,140,72,30,39,45,0
UTTAR PRADESH,KANPUR NAGAR,2001,210,47,210,30,361,1309,240,128,64,106,0
UTTAR PRADESH,KAUSHAMBI,2001,77,26,31,3,116,144,60,18,28,44,0
UTTAR PRADESH,KHIRI,2001,172,83,112,19,161,492,193,79,88,99,0
UTTAR PRADESH,KUSHI NAGAR,2001,69,7,34,2,58,107,99,11,18,19,0
UTTAR PRADESH,LALITPUR,2001,25,20,5,2,46,60,30,6,10,26,0
UTTAR PRADESH,LUCKNOW,2001,166,62,175,28,670,2202,347,123,47,103,0
UTTAR PRADESH,MAHARAJGANJ,2001,39,13,19,1,45,54,50,7,7,13,0
UTTAR PRADESH,MAHOBA,2001,56,12,13,3,40,60,24,19,11,22,0
UTTAR PRADESH,MAINPURI,2001,136,13,56,38,88,191,120,72,42,32,0
UTTAR PRADESH,MATHURA,2001,125,25,62,21,108,372,170,97,21,48,0
UTTAR PRADESH,MAU,2001,49,17,30,4,79,117,122,27,16,33,0
UTTAR PRADESH,MEERUT,2001,275,28,160,35,268,1202,195,210,34,59,0
UTTAR PRADESH,MIRZAPUR,2001,44,16,14,7,77,157,28,18,23,16,0
UTTAR PRADESH,MORADABAD,2001,213,44,102,20,160,607,97,101,45,79,0
UTTAR PRADESH,MUZAFFARNAGAR,2001,324,54,142,23,185,637,186,150,24,51,0
UTTAR PRADESH,PILIBHIT,2001,115,64,66,21,92,192,84,62,44,50,0
UTTAR PRADESH,PRATAPGARH,2001,76,18,43,6,129,139,101,44,33,21,0
UTTAR PRADESH,RAIBAREILLY,2001,87,58,58,3,160,304,94,41,29,57,0
UTTAR PRADESH,RAMPUR,2001,89,22,44,11,71,266,51,35,18,11,0
UTTAR PRADESH,SAHARANPUR,2001,101,41,75,13,79,428,161,65,21,45,0
UTTAR PRADESH,SANT KABIRNAGAR,2001,16,9,17,0,18,39,27,4,7,11,0
UTTAR PRADESH,SHAHJAHANPUR,2001,196,55,112,15,83,340,61,70,66,61,0
UTTAR PRADESH,SHRAWASTI,2001,35,13,21,6,49,108,37,13,4,16,0
UTTAR PRADESH,SIDHARTHNAGAR,2001,13,12,24,2,84,82,26,10,13,20,0
UTTAR PRADESH,SITAPUR,2001,162,85,99,5,237,826,124,95,82,71,0
UTTAR PRADESH,SONBHADRA,2001,33,5,9,2,54,91,21,10,12,9,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,21,1,8,2,49,100,26,12,9,3,0
UTTAR PRADESH,SULTANPUR,2001,103,29,47,8,157,295,76,42,38,34,0
UTTAR PRADESH,UNNAO,2001,147,53,97,9,85,361,147,74,63,100,0
UTTAR PRADESH,VARANASI,2001,78,27,55,9,161,535,85,95,31,19,0
UTTAR PRADESH,TOTAL,2001,7601,1958,4330,905,8411,27011,7343,3825,2211,2870,0
UTTARAKHAND,ALMORA,2001,18,4,1,7,12,55,4,7,3,5,0
UTTARAKHAND,BAGESHWAR,2001,10,1,4,0,2,13,2,4,8,1,0
UTTARAKHAND,CHAMOLI,2001,13,3,3,0,39,26,22,6,3,10,0
UTTARAKHAND,CHAMPAWAT,2001,3,0,3,1,8,13,1,4,0,7,0
UTTARAKHAND,DEHRADUN,2001,32,12,54,5,174,392,111,31,4,13,0
UTTARAKHAND,HARIDWAR,2001,94,13,52,5,62,349,137,43,10,21,0
UTTARAKHAND,NAINITAL,2001,36,5,14,5,64,151,38,26,5,11,0
